page,text,word_count,char_count
11," 
TABLE OF FIGURES 
 
 
xi 
Figure 7.2: Excerpt from “Buang-Suang,” mm. 73-78.                                             167 
Figure 7.3: Excerpt from “Buang-Suang” mm. 107–118.                                           168 
Figure 7.4: Excerpt from “Buang-Suang” mm. 130–137.                                           168 
Figure 7.5: Excerpt from “Buang-Suang” mm. 120–124.                                           169 
Figure 7.6: Excerpt from “Buang-Suang,” mm. 142–145.                                          170 
Figure 7.7: The first thematic melodies of “Phuen Ban.”                                         174 
Figure 7.8: Piano solo from “Phuen Ban” mimicking thang dio ranad ek.             175 
Figure 7.9: Trumpet soli from “Phuen Ban.”                                                             176 
Figure 7.10: The melodic adaptation of “Khmer Liep Nakhon.”                             177 
Figure 7.11: The melodic rendition of “Khmer Phuang.”                                         177  
Figure 7.12: Excerpt from “Phuen Ban.” mm.273-277.                                              178               
Figure 7.13. An example of the musical texture of polyphonic stratification           182 
Figure 7.14: The utilization of “luk lo, luk kut” in “Samniang Jin.”                        183 
Figure 7.15: The imitation of ti kep techniques employed in “Samniang Jin.”       183 
Figure 7.16: The use of ti kep techniques in the climax of “Samniang Jin.”           184 
Figure 7.17: Four melodic patterns derived from “Choed Jin” in “Samniang Jin.”185 
Figure 7.18: The D section of “Patchim.”                                                                  189 
Figure 7.19: The combination of the melody of “Patchim.”                                     190                            
Figure 7.20: The luk leuam layering technique                                                         191 
Figure 7.21:  The poem from “Patchim.”                                                                   192 
Figure 7.22:  The imitation of khaen performance                                                    199 
Figure 7.23:  The adaptation of “Lai Teay Khong.”                                                  200  
Figure 7.24: The melody of “Lao Pan.”                                                                      200 
Figure 7.25: The opening of the B section of “Mekong.”                                         201 
Figure 7.26: The interpretation of phin techniques.                                                  201 
Figure 7.27: The melody of “Lao Somdej.”                                                                202 
Figure 7.28: The thematic melody of “Mekong” in the C section.                          203 
Figure 7.29:  An example of an ostinato from “Mekong.”                                        204  
Figure 7.30: The trumpet solo section in “Mekong.”                                               205 
Figure 7.31: Thematic materials in “Mekong.”                                                         206 
Figure 7.32: The climax of the solo section of “Mekong.”                                       207 
Figure 7.33: Compositional techniques employed in mm. 269-274.                         208 
Figure 7.34: A piano reduction of “Mekong” mm. 285- 323.                                     210                    
",321,3376
12," 
TABLE OF FIGURES 
 
 
xii 
Figure 7.35: The melodic interpretation of “Lao Duang Duen.”                            212  
Figure 7.36: The final section of “Mekong.”                                                             213 
Figure 7.37: The outro section of “Mekong.”                                                            221 
Figure 7.38: The bass part of “Singora.”                                                                    221 
Figure 7.39: The chord progressions of the first monologue in “Singora.”             222 
Figure 7.40: The application of the lagu dua rhythmic pattern.                               223 
Figure 7.41: Compositional techniques employed in the B section of “Singora.”  224 
Figure 7.42: The original melody of “Tari Kipas.”                                                    225  
Figure 7.43: The adaption of the “Tari Kipas” melody in “Singora.”                      225 
Figure 7.44:  The melody in mm.69-76, from “Singora.”                                          226 
Figure 7.45: The “Sot Soi” pattern in mm.79-84 of “Singora.”                                 227 
Figure 7.46: The “Sot Soi” pattern composed for the vocal part of “Singora.”       227 
Figure 7.47: The first climax of “Singora.”                                                                228 
Figure 7.48: The melody in the E section of “Singora.”                                           229 
Figure 7.49: The imitation of mong performance.                                                    230  
Figure 7.50: The recapitulation of the “Tari Kipas.”                                                230 
Figure 7.51: The adaption of the melodic lines of “Patcha.”                                    231      
Figure 7.52: Compositional techniques used in the second climax.                        232   
Figure 7.53: Example of drums patterns in the G section of “Singora.”                 234 
Figure 7.54: The harmonic design of the second monologue of “Singora.”           235 
Figure 7.55: Compositional techniques applied in the G section of “Singora.”     236 
Figure 7.56: The final section of “Singora.”                                                              237 
Figure 7.57: A selection from the ending section of “Singora.”                               238 
Figure 7.58: The melody of “Long Mae Ping.”                                                         245 
Figure 7.59: The introductory section of “Northern Rhapsody.”                            246 
Figure 7.60: The adapting of khap saw performance.                                              247 
Figure 7.61: The imitation of sueng performance.                                                    247 
Figure 7.62: The first melody in “The Northern Rhapsody.”                                  248 
Figure 7.63: The second variation of the melody of “The Northern Rhapsody.”   248 
Figure 7.64: The third variation of the melody of “The Northern Rhapsody.”       249 
Figure 7.65: The recapitulation section of “The Northern Rhapsody.”                  250 
Figure 7.66: The harmony of the C section of “The Northern Rhapsody.”            251 
Figure 7.67: The melody of the chorus section of “Fon Ngiew.”                            252 
",347,3247
13," 
TABLE OF FIGURES 
 
 
xiii 
Figure 7.68: The melodic lines applied in the D section.                                         252 
Figure 7.69: An example of the rhythmic density in the D section.                         253 
Figure 7.70: The melody of “Selemao.”                                                                     253 
Figure 7.71: My arrangement of the melody of “Selemao.”                                     254  
Figure 7.72: E section of “the Northern Rhapsody.”                                               255 
Figure 7.73: The first improvisation section of “The Northern Rhapsody.”          256 
Figure 7.74: The second improvisation section of “The Northern Rhapsody.”     257 
Figure 7.75: The final section of “The Northern Rhapsody.”                                  258
",86,804
14,"xiv 
 
NOTES ON TRANSLITERATION 
I employ the Royal General Methodology of Transcription (RTGS) established by the Royal 
Institute of Thailand to transliterate most Thai words in this dissertation. Some words, such 
as ngiew (เงี%ยว) or luk leuam (ลูกเหลื.อม), are difficult to appropriately Romanize. In these cases, I 
provide readers with the original Thai script so that the readers can further explore their 
definitions. I use common transliterations of music terms that do not depart from the RTGS 
system, such as jin (จีน) instead of chin, or jawang (จังหวะ) instead of chawang. This results in 
inconsistent Romanization throughout this dissertation, but using common transliterations 
of music terms assists both readers already familiar with those transliterations, and those 
wishing to learn more about Thai music concepts from existing research.  
Below are the standard Romanization practices of the RTGS system:  
CONSONANTS 
Thai 
Consonant 
Romanized character 
Example 
initial 
final 
 
ก 
k 
k 
กา = ka, นก = nok 
ข ฃ ค ฅ ฆ 
kh 
k 
ฆ้อง = khong  
ง 
ng 
ng 
งาม = ngam, เวียง = wiang 
จ ฉ ช ฌ 
ch 
t 
ฉิ.ง = ching 
ซ ทร ศ ษ ส 
s 
t 
สําเนียง = samniang 
ญ  ย 
y       
 
ยาว = yao 
ฏ ฑ ด 
d 
t 
ดนตรี= dontri 
ฏ ต 
t 
t 
ตะลุง = talung 
ฐ ฑ ฒ ถ ท ธ  
th 
t 
เถา= thao 
",222,1292
15," 
NOTES ON TRANSLITERATION 
 
 
xv 
ณ  น  
n 
n 
นาฎศิลป์ = natasin, สากล = 
sakon 
บ  
b 
p 
บั%งไฟ = bangfai, ฉาบ = chap 
ป  
p 
p 
ปี.พาทย์ = piphat 
ผ พ ภ  
ph 
p 
พิณ = phin 
ฝ ฟ 
f 
p 
ฟองนํ%า = fong namm 
ม 
m 
m 
หมอลํา = mawlum 
ร 
r 
n 
ระนาด = ranad 
ล ฬ 
l    
n 
ลาว = lao 
ว 
w 
 
วง = wong 
ห ฮ 
h 
 
โหมโรง = homrong 
อ 
o 
 
องค์= ong 
VOWELS 
Thai Vowel 
 
Romanized character 
Example 
อะ อา 
a 
หน้าพาทย์ = naphat 
อิ อี 
i 
ปี. = pi 
อึ อื 
ue 
คลื.น = khluen 
อุ อู 
u 
ครู = khru 
เอะ เอ 
e 
เย็น = yen 
แอะ แอ 
ae       
แสน = saen 
โอะ โอ 
o 
โล้ = lo 
เอาะ ออ 
aw 
ซอ = saw 
เออะ เออ 
oe 
ดําเนิน = damnoen 
เอียะ เอีย 
ia 
เสียง = siang 
เอือะ เอือ 
uea 
เดือน = duean 
อัวะ อัว 
ua 
ตัว = tua 
ไอ ใอ อัย 
ai 
ใน =nai 
",163,746
16," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
",0,60
17,"1 
 
 
 
 
 
 
 
 
Chapter 1 
 
INTRODUCTION  
 
The advice that I would like to give to someone who aspires to be a cross-cultural jazz composer is that 
he or she should be concerned in both [types of] music, and he or she should study both of them deeply, 
and the more deeply he or she knows, the better he or she does. I like the colorfulness and the complexity 
of jazz, and that something I want to happen with flamenco. Maybe, I have captured only two chords in 
flamenco, but I think we might have to get a task to go a little beyond and get a little far — as much as 
we can, and know well which traditional music you want to work on and then take it to the complexity 
and the beauty of jazz both together. I mean you must know both of them deeply.1    
Perico Sambeat 
 
1.1 THE PURPOSE OF STUDY 
 
What musical experiences do jazz composers encounter when learning to compose music 
influenced by Thai musical traditions? What practical methodologies can jazz composers apply 
to compose music in a process of Thai-jazz musical hybridization? How do jazz composers 
balance elements of jazz and traditional Thai music and find a compositional voice when 
working on musical hybridity? What obstacles might a jazz composer confront when 
incorporating elements of traditional Thai music into contemporary jazz orchestra writing? 
These questions form the core of this research project, and I attempt to answer them in this 
                                                        
1 Perico Sambeat, Personal interview, 28 July 2020. 
",253,1546
18,"CHAPTER 1: Introduction 
 
 
2 
thesis and in my portfolio of compositions for jazz orchestra, both of which have been 
informed by intensive research into examples and studies of cross-cultural music composition.  
Importantly, my answers to these research questions are based on my artistic experiences as a 
Thai-jazz musician from a modern, middle-class Thai society where the clash between Western 
ideologies and Thai beliefs is on dramatic display. In addition, my mixed family heritages meant 
that I was nurtured in an atmosphere featuring elements of both Thai-Chinese and Southern 
Thai Buddhist cultures, a multicultural background that has had a direct impact on my personal 
identity. 
My jazz experience began at sixteen, the same age I discovered the music of Duke Ellington’s 
jazz orchestra, which became one of my major inspirations to become a jazz orchestra 
composer. Unlike other jazz composers who may have been classically trained as children, I 
began my Western music education as a bass player by learning to transcribe and play along to 
recordings of alternative rock, indie pop, and African-American music, including R&B, soul, 
and hip-hop. I believe this has had a significant effect on my musical development and a direct 
impact on my compositional process, as evidenced by the original compositions I have 
produced for this research. As a result, all of these personal influences are reflected in my 
artistic viewpoints and help establish my positioning as an artist, which has a consequence on 
this investigation. 
In this introductory chapter, I first provide a brief overview of various historical precedents for 
this project, including examples of cross-cultural musical hybridization from early jazz to the 
present day, and a brief discussion of the general lack of cross-cultural works for jazz orchestra 
involving Thai music. I then discuss the methodology of this project and the outline of this thesis, 
before brief discussions of my use of the terms “cross-cultural” and “musical hybridization,” as 
well as my own positionality towards Thai musical traditions as a Thai person trained primarily 
in jazz composition and performance.   
1.2 HISTORICAL PRECEDENTS FOR CROSS-CULTURAL JAZZ 
COMPOSITIONS 
Though jazz is and has always been African American music, the process of composing jazz 
has involved and been influenced by diverse musical elements beyond the musical practices of 
African Americans. These distinct musical influences include, for example, the French 
",382,2526
19,"CHAPTER 1: Introduction 
 
 
3 
quadrille, as evidenced, for example, in Sidney Bechet’s “Panther Dance” (1949), of which the 
composer remarked, “in fact, it is an old French quadrille, originally known as Praline and said 
to have been inspired by ‘La Marseillaise [sic].’”2 March forms are used in the ragtime 
compositions of Scott Joplin, such as his famous “Maple Leaf Rag” (1899), and the three-
stroke rhythmic patterns (tresillos) in Jelly Roll Morton’s “New Orleans Blues” show the clear 
influence of Caribbean music.3 In addition, musical elements from the Caribbean also played a 
prominent role in the musical hybrids of the swing and bebop styles. Various Caribbean 
elements appear in several well-known early swing compositions, including “The Peanut 
Vendor” (1931) and “Caravan” (1936), which were famously performed by Duke Ellington’s 
orchestra, and “Chili-Con Conga” (1939), performed by Cab Calloway’s orchestra.  
Some of the best illustrations of musical hybridization in bebop can be found in the music of 
Dizzy Gillespie in the 1940s and 1950s, who was introduced to Afro-Cuban music by Mario 
Bauzá. After starting his own band in 1947, Dizzy met Chano Pozo, a Cuban singer, dancer, 
and percussionist who helped Dizzy to invent “Cubop,” a clear example of musical hybridity. 
Afro-Cuban tumbao bass lines and the conga, an Afro-Cuban instrument of African origin, 
were used alongside bebop improvisation and with other complex rhythms in a fast swing 
context. Better-known examples of this hybridization process in Gillespie’s music include “A 
Night in Tunisia” (1942) and “Manteca” (1947). Cubop became widespread during the late 
1940s and significantly influenced jazz composers and orchestra leaders, including George 
Russell and Stan Kenton.4  
Flamenco is another musical style, in this case from Spain, that has been combined with jazz 
styles in several well-known cases. Cross-cultural works combining flamenco and jazz include 
Lionel Hampton’s “Jazz Flamenco” (1956), John Coltrane’s “Olé” (1961), some elements of 
Charles Mingus’s album Tijuana Moods (recorded 1957, released 1962) and the jazz orchestra 
work Sketches of Spain, a 1960 collaboration between Miles Davis and Gil Evans.  
 
Stylistic crossovers in compositional processes among jazz composers continued and further 
expanded in musical style in the 1960s and 1970s. Don Ellis was active in this vein, with 
                                                        
2 Rashida K. Braggs, Jazz Diasporas: Race, Music, and Migration in Post-World War II Paris, (Berkley: University of 
California Press, 2016), 44. 
3 “New Orleans Blues” was first record as a piano solo in 1923 and published in 1925. See the IMSLP Petrucci 
Music Library at https://imslp.org/New_Orleans_Blues_(Morton,_Jelly_Roll). 
4 For more details see Paul Austerlitz and Jere Laukkanen, Machito and his Afro-Cubans: Selected Transcriptions 
(Middleton: A-R Editions, 2016).  
",429,2959
20,"CHAPTER 1: Introduction 
 
 
4 
examples including his orchestra’s “Indian Lady” (1967) and “Turkish Bath” (1967, composed 
by Ron Myers), both of which feature an Indian sitar with a jazz orchestra. Ellis’s group also 
performed “Bulgarian Bulge” (1969), which drew on Bulgarian folk rhythms. Other jazz 
composers like Toshiko Akiyoshi and Salah Ragab also brought musical elements from their 
home countries, Japan and Egypt, respectively, into jazz compositions. These include 
Akiyoshi’s Kogun (1974), in which she employed Japanese traditional percussion instruments 
and the Japanese traditional singing style called nohgaku. Egyptian Jazz, by Salah Ragab and the 
Cairo Jazz band (recorded in 1968 and reissued 2017 by Art Yard Records), is an example of 
Egyptian music performed by a large jazz ensemble, and of Middle Eastern influence on jazz 
orchestra music.  
The embrace of diverse musical practices in jazz composition has continued to the present, as 
seen in the more recent performance of “Jazz at Lincoln Center Orchestra with Wynton 
Marsalis” (2013) featuring the Sachal Ensemble, a traditional music ensemble from Pakistan. 
In this performance, audiences witness the intermingling of blues from the saxophones and 
brass sections of the jazz orchestra, the musical language of bebop, including improvisation, 
and a strong swing feel with the sound of traditional Pakistani instruments such as the bansuri, 
tabla, and sitar, instruments which also have connections with other South Asian traditions such 
as Hindustani classical music and Carnatic music. Another recent example of a cross-cultural 
music project is the collaboration between German Frankfurt Radio Big Band (hr-Bigband) 
and the renowned Lebanese oud player Rabih Abou-Khalil, playing works arranged and directed 
by Jim McNeely, a prominent American composer of jazz orchestra music. 
The flexibility of jazz and the openness of jazz musicians to seemingly endless musical 
influences from around the world can be witnessed in the multicultural practices of jazz 
throughout its history. Duke Ellington also comments on the concept of its musical diversity:  
Jazz is a tree, and it has many branches that reach out many directions, of course, it goes 
into the far east and picks up its exotic blossom, and at the end of each branch is a twig. 
It goes east, west, north, south, and everywhere it goes it pick up some certain influence. 
[…] As it goes down into the deep roots into the earth then you find out these blue-
blooded black roots are deep in the soil of black Africa which is of course the foundation 
of everything that is with the beat. The beat that of course today is the most listened to 
in the world.5  
                                                        
5 “Duke Ellington - What Jazz Is,” YouTube, uploaded by Jazz Video Guy. 
<www.youtube.com/watch?v=brAZ9JnWDjI&t=33s>, (7 September 2020). 
",444,2915
21,"CHAPTER 1: Introduction 
 
 
5 
Other jazz musicians, on the other hand, may strive to absorb other musical traditions in order 
to gain new perspectives or innovations that can be integrated into their creative practices, as 
John Coltrane described: 
I like Ravi Shankar very much. When I hear his music, I want to copy it—not note for note of course, 
but in his spirit. What bring me closest to Ravi is the modal aspect of his art. Currently, at the particular 
stage I find myself in, I seem to be going through a modal phase … There’s a lot of modal music that is 
played every day throughout the world. It’s particularly evident in Africa, but if you look at Spain or 
Scotland, India or China, you’ll discover this again in each case.6 
Despite the numerous examples of cross-cultural jazz projects mentioned above, there still 
remains a dearth of such hybrids of jazz and traditional Thai music, particularly with regard to 
contemporary jazz orchestra compositions that have yet to be explored in jazz research. In fact, 
even with the presence of jazz since the 1930s in Bangkok, jazz was initially only performed by 
a small number of people in Thailand, and the music was appreciated mostly by those in the 
elite or middle classes who had earned diplomas in Western countries.7 After decades of jazz 
activity in Thailand, the College of Music at Mahidol University eventually established the first 
Thai jazz studies program in 1998. This was the first music institution in Thailand where music 
students could enroll in jazz courses and earn a Bachelor of Arts (BA).8 Yet, extensive research 
that is focused on cross-cultural jazz orchestra compositions is still rare in Thai jazz education. 
For these reasons, this research offers an opportunity to experiment, develop, and produce 
creative works that significantly contribute to the field of cross-cultural music composition. 
Therefore, the explicit purpose of this study is fourfold: 1) to create a new work that is the 
result of the musical hybridization of jazz and Thai music traditions; 2) to apply knowledge of 
traditional Thai music to jazz compositions; 3) to demonstrate through comprehensive musical 
analysis how the characteristics of Thai music are reproduced and adapted in jazz orchestra 
pieces; and 4) to offer a jazz composer’s experiential account of working in musical hybridity.  
1.3 RESEARCH METHODOLOGY  
My research methodology for this project has been drawn from multiple sources. Just as I did 
earlier in my life when first acquiring a jazz vocabulary as a bass player and composer, I set 
about learning Thai music by transcribing recordings of compositions to develop a better 
understanding of how such music works from a jazz composer’s perspective. This process is 
                                                        
6 Quoted in Lewis Porter, John Coltrane His Life and Music (Ann Arbor: University Michigan Press, 1999), 211. 
7 Jittapim Yamprai, “The Establishment of Western Music in Thailand,” PhD Diss., University of Northern 
Colorado (2011), 70. 
8 College of Music, Mahidol University, “History,” <https://www.music.mahidol.ac.th/history/>. 
",493,3166
